name,iso_country,iso_region,continent,municipality,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,type,is_international,wikipedia_link
Cotopaxi International Airport,EC,EC-X,SA,Latacunga,LTX,SELT,-0.906833,-78.615799,9205.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cotopaxi_International_Airport
Cox's Bazar Airport,BD,BD-B,AS,Cox's Bazar,CXB,VGCB,21.457517,91.963263,12.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Cox's_Bazar_Airport
Cozumel International Airport,MX,MX-ROO,NA,Cozumel,CZM,MMCZ,20.514922,-86.928538,15.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Cozumel_International_Airport
Craig Cove Airport,VU,VU-MAP,OC,Craig Cove,CCV,NVSF,-16.264999,167.923996,69.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Craig_Cove_Airport
Craig Seaplane Base,US,US-AK,NA,Craig,CGA,,55.478802,-133.147995,,yes,seaplane_base,no,https://en.wikipedia.org/wiki/Craig_Seaplane_Base
Craiova International Airport,RO,RO-DJ,EU,Craiova,CRA,LRCV,44.3181,23.888599,626.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Craiova_International_Airport
Cranbrook/Canadian Rockies International Airport,CA,CA-BC,NA,Cranbrook,YXC,CYXC,49.610802,-115.781998,3082.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cranbrook/Canadian_Rockies_International_Airport
Crater Lake-Klamath Regional Airport,US,US-OR,NA,Klamath Falls,LMT,KLMT,42.156101,-121.733002,4095.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Klamath_Falls_Airport
Cristiano Ronaldo International Airport,PT,PT-30,EU,Funchal,FNC,LPMA,32.697812,-16.774613,192.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Madeira_Airport
Crooked Creek Airport,US,US-AK,NA,Crooked Creek,CKD,PACJ,61.870315,-158.137636,178.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Crooked_Creek_Airport
Cruzeiro do Sul Airport,BR,BR-AC,SA,Cruzeiro Do Sul,CZS,SBCZ,-7.59991,-72.769501,637.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cruzeiro_do_Sul_International_Airport
Cuneo International Airport,IT,IT-21,EU,Levaldigi (CN),CUF,LIMZ,44.547458,7.623045,1267.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Cuneo_International_Airport
Cunnamulla Airport,AU,AU-QLD,OC,,CMA,YCMU,-28.030000686645508,145.6219940185547,630.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Cunnamulla_Airport
Curitiba-Afonso Pena International Airport,BR,BR-PR,SA,Curitiba,CWB,SBCT,-25.5285,-49.1758,2988.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Afonso_Pena_International_Airport
Cyril E. King Airport,VI,VI-ST,NA,Charlotte Amalie,STT,TIST,18.337091,-64.977251,23.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Cyril_E._King_Airport
Cà Mau Airport,VN,VN-SW,AS,Ca Mau City,CAH,VVCM,9.177667,105.177778,6.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/C%C3%A0_Mau_Airport
César Manrique-Lanzarote Airport,ES,ES-CN,AF,San Bartolomé,ACE,GCRR,28.945499,-13.6052,46.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Lanzarote_Airport
Da Nang International Airport,VN,VN-SCC,AS,Da Nang,DAD,VVDN,16.0439,108.198997,33.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Da_Nang_International_Airport
Dachuan Airport,CN,CN-51,AS,Dazhou (Daxian),DAX,ZUDX,31.1302,107.4295,,yes,small_airport,no,https://en.wikipedia.org/wiki/Daxian_Airport
Daegu International Airport,KR,KR-27,AS,Daegu,TAE,RKTN,35.894394,128.656989,116.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Daegu_Airport
Dakhla Airport,EH,EH-U-A,AF,Dakhla,VIL,GMMH,23.7183,-15.932,36.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dakhla_Airport
Dala Airport,SE,SE-W,EU,Borlange,BLE,ESSD,60.422001,15.5152,503.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport
Dalaman International Airport,TR,TR-48,AS,Dalaman,DLM,LTBS,36.7131,28.7925,20.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dalaman_Airport
Dalanzadgad Airport,MN,MN-053,AS,Dalanzadgad,DLZ,ZMDZ,43.608628,104.367734,4787.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dalanzadgad_Airport
Dalbandin Airport,PK,PK-BA,AS,Dalbandin,DBA,OPDB,28.8782997131,64.3998031616,2800.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Dalbandin_Airport
Dali Fengyi Airport,CN,CN-53,AS,Dali (Xiaguan),DLU,ZPDL,25.649401,100.319,7050.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dali_Airport
Dalian Zhoushuizi International Airport,CN,CN-21,AS,Dalian (Ganjingzi),DLC,ZYTL,38.965719,121.538477,107.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dalian_Zhoushuizi_International_Airport
Dallas Fort Worth International Airport,US,US-TX,NA,Dallas-Fort Worth,DFW,KDFW,32.896801,-97.038002,607.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport
Dallas Love Field,US,US-TX,NA,Dallas,DAL,KDAL,32.844776,-96.847653,487.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dallas_Love_Field
Dandong Langtou International Airport,CN,CN-21,AS,Dandong (Zhenxing),DDG,ZYDD,40.025453,124.28669,30.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Dandong_Airport
Dane County Regional Truax Field,US,US-WI,NA,Madison,MSN,KMSN,43.1399,-89.337502,887.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Dane_County_Regional_Airport
Dangriga Airport,BZ,BZ-SC,NA,Dangriga,DGA,MZPB,16.98251,-88.230988,10.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dangriga_Airport
Daniel K. Inouye International Airport,US,US-HI,OC,"Honolulu, Oahu",HNL,PHNL,21.318387,-157.92567,13.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport
Daniel Oduber Quirós International Airport,CR,CR-G,NA,Liberia,LIR,MRLB,10.5933,-85.544403,270.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Guanacaste_Airport
Daniel Z. Romualdez Airport,PH,PH-LEY,AS,Tacloban City,TAC,RPVA,11.227761,125.027783,10.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Daniel_Z._Romualdez_Airport
Danilson Municipal Airport,BR,BR-AM,SA,Coari,CIZ,SWKO,-4.13406,-63.132599,151.0,no,small_airport,no,https://en.wikipedia.org/wiki/Coari_Airport
Daocheng Yading Airport,CN,CN-51,AS,Garzê (Daocheng),DCY,ZUDC,29.31632,100.060317,14472.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Daocheng_Yading_Airport
Daqing Sartu Airport,CN,CN-23,AS,Daqing,DQA,ZYDQ,46.750883,125.138642,496.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Daqing_Sartu_Airport
Daru Airport,PG,PG-WPD,OC,Daru,DAU,AYDU,-9.08676,143.207993,20.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Daru_Airport
Darwin International Airport / RAAF Darwin,AU,AU-NT,OC,Darwin,DRW,YPDN,-12.41497,130.88185,103.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Darwin_International_Airport
Datong Yungang International Airport,CN,CN-14,AS,Datong,DAT,ZBDT,40.06139,113.480509,3442.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Datong_Yungang_Airport
David the Builder Kutaisi International Airport,GE,GE-IM,AS,Kopitnari,KUT,UGKO,42.177448,42.485353,223.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/David_the_Builder_Kutaisi_International_Airport
Dawadmi Domestic Airport,SA,SA-01,AS,Dawadmi,DWD,OEDM,24.4499,44.121201,3026.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dawadmi_Domestic_Airport
Dawei Airport,MM,MM-05,AS,Dawei,TVY,VYDW,14.1039,98.203598,84.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dawei_Airport
Dawson Community Airport,US,US-MT,NA,Glendive,GDV,KGDV,47.137658,-104.80691,2458.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dawson_Community_Airport
Dawson Creek Airport,CA,CA-BC,NA,Dawson Creek,YDQ,CYDQ,55.741245,-120.183263,2148.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Dawson_Creek_Airport
Daxing'anling Elunchun Airport,CN,CN-23,AS,Jiagedaqi,JGD,ZYJD,50.371389,124.1175,1205.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Daxing%27anling_Elunchun_Airport
Daytona Beach International Airport,US,US-FL,NA,Daytona Beach,DAB,KDAB,29.18255,-81.059464,34.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport
Deadhorse Airport,US,US-AK,NA,Deadhorse,SCC,PASC,70.19470215,-148.4649963,65.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Deadhorse_Airport
Deadman's Cay Airport,BS,BS-LI,NA,Deadman's Cay,LGI,MYLD,23.1790008545,-75.09359741210001,9.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Deadman's_Cay_Airport
Deauville Normandie airport,FR,FR-NOR,EU,Deauville,DOL,LFRG,49.365237,0.154481,479.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Deauville_%E2%80%93_Normandie_Airport
Debrecen International Airport,HU,HU-HB,EU,Debrecen,DEB,LHDC,47.489469,21.616278,359.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Debrecen_International_Airport
Decatur Airport,US,US-IL,NA,Decatur,DEC,KDEC,39.834598541259766,-88.8656997680664,682.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Decatur_Airport
Deer Harbor SPB,US,US-WA,NA,Deer Harbor,DHB,,48.616667,-123.002778,0.0,yes,seaplane_base,no,https://en.wikipedia.org/wiki/Deer_Harbor_Sea_Plane_Base
Deer Lake Airport,CA,CA-NL,NA,Deer Lake,YDF,CYDF,49.208159,-57.396147,72.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Newfoundland)
Deer Lake Airport,CA,CA-ON,NA,Deer Lake,YVZ,CYVZ,52.655613,-94.061208,1092.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Deer_Lake_Airport_(Ontario)
Deering Airport,US,US-AK,NA,Deering,DRG,PADE,66.068901,-162.766914,21.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Deering_Airport
Dehong Mangshi International Airport,CN,CN-53,AS,Dehong (Mangshi),LUM,ZPMS,24.4011,98.5317,2890.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Dehong_Mangshi_Airport
Dehradun Jolly Grant Airport,IN,IN-UT,AS,Dehradun (Jauligrant),DED,VIDN,30.189243,78.176651,1831.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Jolly_Grant_Airport
Del Caribe Santiago Mariño International Airport,VE,VE-O,NA,Isla Margarita,PMV,SVMG,10.912603,-63.966599,74.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Del_Caribe_International_General_Santiago_Marino_Airport
Delma Airport,AE,AE-AZ,AS,Delma Island,ZDY,OMDL,24.51,52.3352,30.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Dalma_Airport
Delta County Airport,US,US-MI,NA,Escanaba,ESC,KESC,45.723199,-87.088623,609.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Delta_County_Airport
Denpasar I Gusti Ngurah Rai International Airport,ID,ID-BA,AS,"Kuta, Badung",DPS,WADD,-8.748409,115.167123,14.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Ngurah_Rai_International_Airport
Denver International Airport,US,US-CO,NA,Denver,DEN,KDEN,39.860027,-104.673792,5431.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Denver_International_Airport
Depati Amir Airport,ID,ID-BB,AS,Pangkal Pinang,PGK,WIKK,-2.1622,106.139,109.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Pangkalpinang_Airport
Deputado Luiz Eduardo Magalhães International Airport,BR,BR-BA,SA,Salvador,SSA,SBSV,-12.908611,-38.322498,64.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport
Dera Ghazi Khan Airport,PK,PK-PB,AS,Dera Ghazi Khan,DEA,OPDG,29.961000442504883,70.48590087890625,492.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dera_Ghazi_Khan_Airport
Dera Ismael Khan Airport [IN-ACTIVE],PK,PK-KP,AS,Dera Ismael Khan,DSK,OPDI,31.909401,70.896599,594.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Dera_Ismail_Khan_Airport
Des Moines International Airport,US,US-IA,NA,Des Moines,DSM,KDSM,41.534027,-93.656719,958.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Des_Moines_International_Airport
Desierto de Atacama Airport,CL,CL-AT,SA,Copiapo,CPO,SCAT,-27.2612,-70.779198,670.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Desierto_de_Atacama_Airport
Destin-Fort Walton Beach Airport,US,US-FL,NA,Valparaiso,VPS,KVPS,30.481315,-86.515839,87.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Destin%E2%80%93Fort_Walton_Beach_Airport
Detroit Metropolitan Wayne County Airport,US,US-MI,NA,Detroit,DTW,KDTW,42.21377,-83.353786,645.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Airport
Devi Ahilya Bai Holkar International Airport,IN,IN-MP,AS,Indore,IDR,VAID,22.721404,75.80051,1850.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_International_Airport
Devonport Airport,AU,AU-TAS,OC,Devonport,DPO,YDPO,-41.1697006226,146.429992676,33.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Devonport_Airport
Dezful Airport,IR,IR-06,AS,Dezful,DEF,OIAD,32.434399,48.397598,474.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dezful_Airport
Dhangarhi Airport,NP,NP-P7,AS,Dhangarhi,DHI,VNDH,28.755283,80.583398,690.0,no,small_airport,no,https://en.wikipedia.org/wiki/Dhangadhi_Airport
Dharavandhoo Airport,MV,MV-20,AS,Baa Atoll,DRV,VRMD,5.1561,73.1302,6.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Dharavandhoo_Airport
Dibrugarh Airport,IN,IN-AS,AS,Dibrugarh,DIB,VEMN,27.4839000702,95.0168991089,362.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dibrugarh_Airport
Dickinson Theodore Roosevelt Regional Airport,US,US-ND,NA,Dickinson,DIK,KDIK,46.797533,-102.801905,2592.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport
Diego Aracena International Airport,CL,CL-TA,SA,Iquique,IQQ,SCDA,-20.536273,-70.181373,155.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Diego_Aracena_International_Airport
Dien Bien Phu Airport,VN,VN-NW,AS,Dien Bien Phu,DIN,VVDB,21.3974990845,103.008003235,1611.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dien_Bien_Phu_Airport
Dijon Longvic airport,FR,FR-BFC,EU,Dijon,DIJ,LFSD,47.268902,5.09,726.0,yes,medium_airport,no,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Dijon-Bourgogne
Dillingham Airport,US,US-AK,NA,Dillingham,DLG,PADL,59.04470062,-158.5050049,81.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dillingham_Airport
Dillon's Bay Airport,VU,VU-TAE,OC,Dillon's Bay,DLY,NVVD,-18.7694,169.001007,630.0,no,small_airport,no,https://en.wikipedia.org/wiki/Dillon's_Bay_Airport
Dimapur Airport,IN,IN-NL,AS,Dimapur,DMU,VEMR,25.8838996887,93.7711029053,487.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dimapur_Airport
Dinard Pleurtuit Saint-Malo airport,FR,FR-BRE,EU,Dinard,DNR,LFRD,48.5877,-2.07996,219.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Dinard_-_Pleurtuit_-_Saint-Malo_Airport
Diori Hamani International Airport,NE,NE-8,AF,Niamey,NIM,DRRN,13.4815,2.18361,732.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Diori_Hamani_International_Airport
Dipolog Airport,PH,PH-ZAN,AS,Dipolog,DPL,RPMG,8.601983,123.341875,12.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dipolog_Airport
Diqing Shangri-La Airport,CN,CN-53,AS,Diqing (Shangri-La),DIG,ZPDQ,27.7936,99.6772,10761.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Diqing_Shangri-La_Airport
Diu Airport,IN,IN-DH,AS,Diu,DIU,VADU,20.714185,70.921855,31.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Diu_Airport
Diyarbakır Airport,TR,TR-21,AS,Diyarbakır,DIY,LTCC,37.893902,40.201,2251.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Diyarbak%C4%B1r_Airport
Djerba Zarzis International Airport,TN,TN-82,AF,Mellita,DJE,DTTJ,33.873719,10.7773,19.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Djerba-Zarzis_Airport
Djibouti-Ambouli Airport,DJ,DJ-DJ,AF,Djibouti City,JIB,HDAM,11.5473,43.1595,49.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport
Dnipro International Airport,UA,UA-12,EU,Dnipro,DNK,UKDD,48.357201,35.100601,481.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dnipro_International_Airport
Doctor Carlos Alberto da Costa Neves Airport,BR,BR-SC,SA,Caçador,CFC,SBCD,-26.787423,-50.939942,3376.0,no,small_airport,no,https://en.wikipedia.org/wiki/Ca%C3%A7ador_Airport
Dodge City Regional Airport,US,US-KS,NA,Dodge City,DDC,KDDC,37.76340103149414,-99.9655990600586,2594.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dodge_City_Regional_Airport
Dole Tavaux Airport,FR,FR-BFC,EU,Dole,DLE,LFGJ,47.038955,5.427589,645.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dole%E2%80%93Jura_Airport
Dom Ricardo Weberberger Airport,BR,BR-BA,SA,Barreiras,BRA,SNBR,-12.0789,-45.008999,2451.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Barreiras_Airport
Domine Eduard Osok Airport,ID,ID-PB,AS,Sorong,SOQ,WASS,-0.894,131.287,10.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Domine_Eduard_Osok_Airport
Domingo Faustino Sarmiento Airport,AR,AR-J,SA,San Juan,UAQ,SANU,-31.571501,-68.418198,1958.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Domingo_Faustino_Sarmiento_Airport
Domodedovo International Airport,RU,RU-MOS,EU,Moscow,DME,UUDD,55.408798,37.9063,588.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Domodedovo_International_Airport
Don Mueang International Airport,TH,TH-10,AS,Bangkok,DMK,VTBD,13.9126,100.607002,9.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Don_Mueang_International_Airport
Donegal Airport,IE,IE-DL,EU,Donegal,CFN,EIDL,55.0442008972168,-8.340999603271484,30.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Donegal_Airport
Dong Hoi Airport,VN,VN-NC,AS,Dong Hoi,VDH,VVDH,17.515,106.590556,59.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dong_Hoi_Airport
Dong Tac Airport,VN,VN-SCC,AS,Tuy Hoa,TBB,VVTH,13.0496,109.334,20.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/%C4%90%C3%B4ng_T%C3%A1c_(Tuy_Hoa)_Airport
Dongying Shengli Airport,CN,CN-37,AS,Dongying (Kenli),DOY,ZSDY,37.50137,118.789863,15.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dongying_Shengli_Airport
Donoi Airport,MN,MN-057,AS,Uliastai,ULZ,ZMDN,47.7093,96.5258,5800.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Donoi_Airport
Donskoye Airport,RU,RU-TAM,EU,Tambov,TBW,UUOT,52.806099,41.4828,413.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Tambov_Donskoye_Airport
Doomadgee Airport,AU,AU-QLD,OC,,DMD,YDMG,-17.9403,138.822006,153.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Doomadgee_Airport
Dortheys Hiyo Eluay International Airport,ID,ID-PA,AS,Sentani,DJJ,WAJJ,-2.579627,140.519857,289.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dortheys_Hiyo_Eluay_International_Airport
Dortmund Airport,DE,DE-NW,EU,Dortmund,DTM,EDLW,51.518299,7.61224,425.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dortmund_Airport
Dothan Regional Airport,US,US-AL,NA,Dothan,DHN,KDHN,31.321300506591797,-85.44960021972656,401.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dothan_Regional_Airport
Douala International Airport,CM,CM-LT,AF,Douala,DLA,FKKD,4.00608,9.71948,33.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Douala_International_Airport
Douglas-Charles Airport,DM,DM-02,NA,Marigot,DOM,TDPD,15.546673,-61.301082,73.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Douglas%E2%80%93Charles_Airport
Dourados Airport,BR,BR-MS,SA,Dourados,DOU,,-22.2019,-54.926601,1503.0,no,small_airport,no,https://en.wikipedia.org/wiki/Dourados_Airport
Douw Aturure Airport,ID,ID-PT,OC,Nabire,NBX,WABI,-3.397973,135.393071,22.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Douw_Aturure_Airport
Dr. Antonio Nicolás Briceño Airport,VE,VE-T,SA,Valera,VLV,SVVL,9.340478,-70.584061,2060.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dr._Antonio_Nicol%C3%A1s_Brice%C3%B1o_Airport
Dr. Babasaheb Ambedkar International Airport,IN,IN-MM,AS,Nagpur,NAG,VANP,21.092199,79.047203,1033.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport
Drake Bay Airport,CR,CR-P,NA,Puntarenas,DRK,MRDK,8.71889019012,-83.6417007446,12.0,no,small_airport,no,https://en.wikipedia.org/wiki/Drake_Bay_Airport
Dresden Airport,DE,DE-SN,EU,Dresden,DRS,EDDC,51.134123,13.767831,755.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Dresden_Airport
Dryden Regional Airport,CA,CA-ON,NA,Dryden,YHD,CYHD,49.831699,-92.744202,1354.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Dryden_Regional_Airport
DuBois Regional Airport,US,US-PA,NA,Dubois,DUJ,KDUJ,41.17829895,-78.8986969,1817.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/DuBois_Regional_Airport
Dubai International Airport,AE,AE-DU,AS,Dubai,DXB,OMDB,25.24979,55.370992,62.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Dubai_International_Airport
Dubbo City Regional Airport,AU,AU-NSW,OC,Dubbo,DBO,YSDU,-32.2167015076,148.574996948,935.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dubbo_Airport
Dublin Airport,IE,IE-D,EU,Dublin,DUB,EIDW,53.428713,-6.262121,242.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dublin_Airport
Dubrovnik Ruđer Bošković Airport,HR,HR-19,EU,Dubrovnik,DBV,LDDU,42.562247,18.265543,527.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dubrovnik_Airport
Dubuque Regional Airport,US,US-IA,NA,Dubuque,DBQ,KDBQ,42.402,-90.709503,1077.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dubuque_Regional_Airport
Duluth International Airport,US,US-MN,NA,Duluth,DLH,KDLH,46.841873,-92.198746,1428.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Duluth_International_Airport
Dundee Airport,GB,GB-SCT,EU,Dundee,DND,EGPN,56.452499,-3.02583,17.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Dundee_Airport
Dunedin International Airport,NZ,NZ-OTA,OC,Dunedin,DUD,NZDN,-45.929017,170.197758,4.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Dunedin_International_Airport
Dunhuang Mogao International Airport,CN,CN-62,AS,Dunhuang,DNH,ZLDH,40.161953,94.812827,,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dunhuang_Airport
Durango La Plata County Airport,US,US-CO,NA,Durango,DRO,KDRO,37.151501,-107.753998,6685.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Durango-La_Plata_County_Airport
Dushanbe International Airport,TJ,TJ-DU,AS,Dushanbe,DYU,UTDD,38.543746,68.822977,2575.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dushanbe_International_Airport
Dzaoudzi Pamandzi International Airport,YT,YT-U-A,AF,Dzaoudzi,DZA,FMCZ,-12.809319,45.281815,23.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport
Déline Airport,CA,CA-NT,NA,Déline,YWJ,CYWJ,65.211098,-123.435997,703.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Deline_Airport
Düsseldorf Airport,DE,DE-NW,EU,Düsseldorf,DUS,EDDL,51.289501,6.76678,147.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/D%C3%BCsseldorf_Airport
Eagle County Regional Airport,US,US-CO,NA,Eagle,EGE,KEGE,39.64260101,-106.9179993,6548.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport
East Kimberley Regional (Kununurra) Airport,AU,AU-WA,OC,Kununurra,KNX,YPKU,-15.7781,128.707993,145.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Kununurra_Airport
East Midlands Airport,GB,GB-ENG,EU,"Nottingham, Leicestershire",EMA,EGNX,52.8311,-1.32806,306.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/East_Midlands_Airport
East Texas Regional Airport,US,US-TX,NA,Longview,GGG,KGGG,32.38399887084961,-94.71150207519533,365.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/East_Texas_Regional_Airport
Eastern Oregon Regional Airport at Pendleton,US,US-OR,NA,Pendleton,PDT,KPDT,45.695099,-118.841003,1497.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Eastern_Oregon_Regional_Airport
Easterwood Field,US,US-TX,NA,College Station,CLL,KCLL,30.5886,-96.3638,320.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Easterwood_Airport
Eastgate Airport / Air Force Base Hoedspruit,ZA,ZA-NP,AF,Hoedspruit,HDS,FAHS,-24.361864,31.052921,1801.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Air_Force_Base_Hoedspruit
Eastmain River Airport,CA,CA-QC,NA,Eastmain River,ZEM,CZEM,52.226398,-78.522499,24.0,yes,small_airport,no,https://en.wikipedia.org/wiki/Eastmain_River_Airport
