name,iso_country,iso_region,continent,municipality,iata_code,icao_code,latitude_deg,longitude_deg,elevation_ft,scheduled_service,type,is_international,wikipedia_link
San Luis County Regional Airport,US,US-CA,NA,San Luis Obispo,SBP,KSBP,35.236801147499996,-120.641998291,212.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/San_Luis_Obispo_County_Regional_Airport
San Luis Valley Regional Airport/Bergman Field,US,US-CO,NA,Alamosa,ALS,KALS,37.434898,-105.866997,7539.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/San_Luis_Valley_Regional_Airport
Sand Point Airport,US,US-AK,NA,Sand Point,SDP,PASD,55.313908,-160.522099,21.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sand_Point_Airport
Santa Barbara Municipal Airport,US,US-CA,NA,Santa Barbara,SBA,KSBA,34.426201,-119.839996,13.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Santa_Barbara_Airport
Santa Fe Municipal Airport,US,US-NM,NA,Santa Fe,SAF,KSAF,35.6171,-106.088997,6348.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Santa_Fe_Regional_Airport
Santa Maria Public Airport Captain G Allan Hancock Field,US,US-CA,NA,Santa Maria,SMX,KSMX,34.898899,-120.457001,261.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Santa_Maria_Public_Airport
Sarasota Bradenton International Airport,US,US-FL,NA,Sarasota/Bradenton,SRQ,KSRQ,27.394631,-82.554359,30.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport
Savannah Hilton Head International Airport,US,US-GA,NA,Savannah,SAV,KSAV,32.126591,-81.19998,50.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport
Savoonga Airport,US,US-AK,NA,Savoonga,SVA,PASA,63.686401,-170.492996,53.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Savoonga_Airport
Scott AFB/Midamerica Airport,US,US-IL,NA,Belleville,BLV,KBLV,38.5452,-89.835197,459.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Scott_Air_Force_Base
Seattle–Tacoma International Airport,US,US-WA,NA,Seattle,SEA,KSEA,47.447943,-122.310276,433.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Seattle%E2%80%93Tacoma_International_Airport
Shenandoah Valley Regional Airport,US,US-VA,NA,Weyers Cave,SHD,KSHD,38.263802,-78.8964,1201.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Shenandoah_Valley_Regional_Airport
Sheridan County Airport,US,US-WY,NA,Sheridan,SHR,KSHR,44.76919937133789,-106.9800033569336,4021.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sheridan_County_Airport
Show Low Regional Airport,US,US-AZ,NA,Show Low,SOW,KSOW,34.264062,-110.007091,6415.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Show_Low_Regional_Airport
Shreveport Regional Airport,US,US-LA,NA,Shreveport,SHV,KSHV,32.444747,-93.826741,258.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Shreveport_Regional_Airport
Sidney - Richland Regional Airport,US,US-MT,NA,Sidney,SDY,KSDY,47.705141,-104.194422,1985.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sidney%E2%80%93Richland_Municipal_Airport
Sioux Falls Regional Airport,US,US-SD,NA,Sioux Falls,FSD,KFSD,43.585463,-96.741152,1429.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport
Sioux Gateway Airport / Brigadier General Bud Day Field,US,US-IA,NA,Sioux City,SUX,KSUX,42.397605,-96.382237,1098.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sioux_Gateway_Airport
Sitka Rocky Gutierrez Airport,US,US-AK,NA,Sitka,SIT,PASI,57.04710006713867,-135.36199951171875,21.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Sitka_Rocky_Gutierrez_Airport
South Arkansas Regional Airport at Goodwin Field,US,US-AR,NA,El Dorado,ELD,KELD,33.221001,-92.813301,277.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field
South Bend International Airport,US,US-IN,NA,South Bend,SBN,KSBN,41.708304,-86.316922,799.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/South_Bend_Regional_Airport
Southeast Iowa Regional Airport,US,US-IA,NA,Burlington,BRL,KBRL,40.783199310302734,-91.12550354003906,698.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport
Southwest Florida International Airport,US,US-FL,NA,Fort Myers,RSW,KRSW,26.534685,-81.752816,30.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Southwest_Florida_International_Airport
Southwest Georgia Regional Airport,US,US-GA,NA,Albany,ABY,KABY,31.532946,-84.196215,197.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport
Southwest Oregon Regional Airport,US,US-OR,NA,North Bend,OTH,KOTH,43.41709899902344,-124.24600219726562,17.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Southwest_Oregon_Regional_Airport
Southwest Wyoming Regional Airport,US,US-WY,NA,Rock Springs,RKS,KRKS,41.5942,-109.065001,6764.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Rock_Springs_-_Sweetwater_County_Airport
Spokane International Airport,US,US-WA,NA,Spokane,GEG,KGEG,47.6199,-117.533997,2376.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Spokane_International_Airport
Springfield Branson National Airport,US,US-MO,NA,Springfield,SGF,KSGF,37.245047,-93.388596,1268.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Springfield/Branson_National_Airport
St George Airport,US,US-AK,NA,St George,STG,PAPB,56.577345,-169.663823,125.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/St._George_Airport_(Alaska)
St George Regional Airport,US,US-UT,NA,St George,SGU,KSGU,37.036389,-113.510306,2941.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/St._George_Regional_Airport
St Paul Island Airport,US,US-AK,NA,St Paul Island,SNP,PASN,57.166311,-170.222555,63.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/St._Paul_Island_Airport
St. Louis Lambert International Airport,US,US-MO,NA,St Louis,STL,KSTL,38.748697,-90.370003,618.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport
St. Petersburg Clearwater International Airport,US,US-FL,NA,Pinellas Park,PIE,KPIE,27.9102,-82.687401,11.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/St._Petersburg-Clearwater_International_Airport
State College Regional Airport,US,US-PA,NA,State College,SCE,KUNV,40.849374,-77.84852,1239.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/University_Park_Airport
Stockton Metropolitan Airport,US,US-CA,NA,Stockton,SCK,KSCK,37.893279,-121.238079,33.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Stockton_Metropolitan_Airport
Syracuse Hancock International Airport,US,US-NY,NA,Syracuse,SYR,KSYR,43.11119842529297,-76.1063003540039,421.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport
Tallahassee International Airport,US,US-FL,NA,Tallahassee,TLH,KTLH,30.401209,-84.35433,81.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Tallahassee_Regional_Airport
Tampa International Airport,US,US-FL,NA,Tampa,TPA,KTPA,27.9755,-82.533203,26.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Tampa_International_Airport
Tatalina LRRS Airport,US,US-AK,NA,Takotna,TLJ,PATL,62.8944015503,-155.977005005,964.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Tatalina_LRRS_Airport
Ted Stevens Anchorage International Airport,US,US-AK,NA,Anchorage,ANC,PANC,61.179004,-149.992561,152.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport
Teterboro Airport,US,US-NJ,NA,Teterboro,TEB,KTEB,40.850101,-74.060799,9.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Teterboro_Airport
Texarkana Regional Airport (Webb Field),US,US-AR,NA,Texarkana,TXK,KTXK,33.453701,-93.990997,390.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Texarkana_Regional_Airport
The Eastern Iowa Airport,US,US-IA,NA,Cedar Rapids,CID,KCID,41.884701,-91.7108,869.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport
Thief River Falls Regional Airport,US,US-MN,NA,Thief River Falls,TVF,KTVF,48.065701,-96.184998,1119.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Thief_River_Falls_Regional_Airport
Topeka Regional Airport,US,US-KS,NA,Topeka,FOE,KFOE,38.950901,-95.663597,1078.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Topeka_Regional_Airport
Trenton Mercer Airport,US,US-NJ,NA,Ewing Township,TTN,KTTN,40.276699,-74.813499,213.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Trenton-Mercer_Airport
Tri Cities Airport,US,US-WA,NA,Pasco,PSC,KPSC,46.264702,-119.119003,410.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Tri-Cities_Airport_(Washington)
Tri-Cities Regional TN/VA Airport,US,US-TN,NA,Blountville,TRI,KTRI,36.475201,-82.407401,1519.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Tri-Cities_Regional_Airport
Tri-State Airport / Milton J. Ferguson Field,US,US-WV,NA,Huntington,HTS,KHTS,38.366699,-82.557999,828.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Tri-State_Airport
Tucson International Airport,US,US-AZ,NA,Tucson,TUS,KTUS,32.115004,-110.938053,2643.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Tucson_International_Airport
Tulsa International Airport,US,US-OK,NA,Tulsa,TUL,KTUL,36.197084,-95.886225,677.0,yes,large_airport,yes,https://en.wikipedia.org/wiki/Tulsa_International_Airport
Tupelo Regional Airport,US,US-MS,NA,Tupelo,TUP,KTUP,34.26810073852539,-88.7698974609375,346.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Tupelo_Regional_Airport
Tweed New Haven Airport,US,US-CT,NA,New Haven,HVN,KHVN,41.262869,-72.887694,12.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Tweed_New_Haven_Regional_Airport
Tyler Pounds Regional Airport,US,US-TX,NA,Tyler,TYR,KTYR,32.35409927368164,-95.40239715576172,544.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Tyler_Pounds_Regional_Airport
Unalakleet Airport,US,US-AK,NA,Unalakleet,UNK,PAUN,63.888401,-160.798996,27.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Unalakleet_Airport
University of Illinois Willard Airport,US,US-IL,NA,Savoy,CMI,KCMI,40.039819,-88.276249,755.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport
Valdez Pioneer Field,US,US-AK,NA,Valdez,VDZ,PAVD,61.132712,-146.246567,121.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Valdez_Airport
Valdosta Regional Airport,US,US-GA,NA,Valdosta,VLD,KVLD,30.782499313354492,-83.27670288085938,203.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Valdosta_Regional_Airport
Valley International Airport,US,US-TX,NA,Harlingen,HRL,KHRL,26.228500366210938,-97.65440368652344,36.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Valley_International_Airport
Venango Regional Airport,US,US-PA,NA,Franklin,FKL,KFKL,41.3778991699,-79.8603973389,1540.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Venango_Regional_Airport
Vernal Regional Airport,US,US-UT,NA,Vernal,VEL,KVEL,40.436214,-109.511661,5278.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Vernal_Airport
Veterans Airport of Southern Illinois,US,US-IL,NA,Marion,MWA,KMWA,37.751208,-89.016568,472.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Veterans_Airport_of_Southern_Illinois
Victoria Regional Airport,US,US-TX,NA,Victoria,VCT,KVCT,28.85260009765625,-96.9185028076172,115.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Victoria_Regional_Airport
Visalia Municipal Airport,US,US-CA,NA,Visalia,VIS,KVIS,36.318699,-119.392998,295.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Visalia_Municipal_Airport
Waco Regional Airport,US,US-TX,NA,Waco,ACT,KACT,31.611299514770508,-97.23049926757812,516.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Waco_Regional_Airport
Waimea Kohala Airport,US,US-HI,OC,Waimea (Kamuela),MUE,PHMU,20.001301,-155.667999,2671.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Waimea-Kohala_Airport
Wainwright Airport,US,US-AK,NA,Wainwright,AIN,PAWI,70.638,-159.994995,41.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Wainwright_Airport_(Alaska)
Walla Walla Regional Airport,US,US-WA,NA,Walla Walla,ALW,KALW,46.09489822,-118.288002,1194.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Walla_Walla_Regional_Airport
Washington Dulles International Airport,US,US-VA,NA,Dulles,IAD,KIAD,38.9445,-77.455803,312.0,yes,large_airport,no,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport
Waterloo Regional Airport,US,US-IA,NA,Waterloo,ALO,KALO,42.557098388671875,-92.40029907226562,873.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Waterloo_Regional_Airport
Watertown International Airport,US,US-NY,NA,Watertown,ART,KART,43.991901,-76.021698,325.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Watertown_International_Airport
Watertown Regional Airport,US,US-SD,NA,Watertown,ATY,KATY,44.91400146,-97.15470123,1749.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Watertown_Regional_Airport
Waynesville-St. Robert Regional Airport-Forney Field,US,US-MO,NA,Fort Leonard Wood,TBN,KTBN,37.7416,-92.140701,1159.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Waynesville_Regional_Airport_at_Forney_Field
Westchester County Airport,US,US-NY,NA,White Plains,HPN,KHPN,41.06700134277344,-73.70760345458984,439.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Westchester_County_Airport
Western Neb. Rgnl/William B. Heilig Airport,US,US-NE,NA,Scottsbluff,BFF,KBFF,41.87400055,-103.5960007,3967.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport
Wichita Dwight D. Eisenhower National Airport,US,US-KS,NA,Wichita,ICT,KICT,37.650314,-97.428583,1333.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Wichita_Dwight_D._Eisenhower_National_Airport
Wichita Falls Municipal Airport / Sheppard Air Force Base,US,US-TX,NA,Wichita Falls,SPS,KSPS,33.9888,-98.491898,1019.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport
Wiley Post Will Rogers Memorial Airport,US,US-AK,NA,Utqiaġvik,BRW,PABR,71.285402,-156.766008,44.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Wiley_Post-Will_Rogers_Memorial_Airport
Wilkes-Barre/Scranton International Airport,US,US-PA,NA,Wilkes-Barre/Scranton,AVP,KAVP,41.337064,-75.724232,962.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Wilkes-Barre/Scranton_International_Airport
William P. Hobby Airport,US,US-TX,NA,Houston,HOU,KHOU,29.645336,-95.276812,46.0,yes,large_airport,no,https://en.wikipedia.org/wiki/William_P._Hobby_Airport
William R Fairchild International Airport,US,US-WA,NA,Port Angeles,CLM,KCLM,48.120201,-123.5,291.0,no,medium_airport,no,https://en.wikipedia.org/wiki/William_R._Fairchild_International_Airport
Williamsport Regional Airport,US,US-PA,NA,Williamsport,IPT,KIPT,41.242126,-76.92245,529.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Williamsport_Regional_Airport
Wilmington Airport,US,US-DE,NA,Wilmington,ILG,KILG,39.678699,-75.606499,80.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/New_Castle_Airport
Wilmington International Airport,US,US-NC,NA,Wilmington,ILM,KILM,34.272345,-77.905117,32.0,yes,medium_airport,yes,https://en.wikipedia.org/wiki/Wilmington_International_Airport
Worcester Regional Airport,US,US-MA,NA,Worcester,ORH,KORH,42.2673,-71.875702,1009.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Worcester-Metrowest-Boston_Airport
Worland Municipal Airport,US,US-WY,NA,Worland,WRL,KWRL,43.965698,-107.950996,4227.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Worland_Municipal_Airport
Wrangell Airport,US,US-AK,NA,Wrangell,WRG,PAWG,56.48429871,-132.3699951,49.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Wrangell_Airport
Yakima Air Terminal McAllister Field,US,US-WA,NA,Yakima,YKM,KYKM,46.56819916,-120.5439987,1099.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Yakima_Air_Terminal
Yakutat Airport,US,US-AK,NA,Yakutat,YAK,PAYA,59.508717,-139.660435,33.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Yakutat_Airport
Yampa Valley Airport,US,US-CO,NA,Hayden,HDN,KHDN,40.481201,-107.218002,6606.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Yampa_Valley_Airport
Yeager Airport,US,US-WV,NA,Charleston,CRW,KCRW,38.3731,-81.593201,981.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Yeager_Airport
Yellowstone Regional Airport,US,US-WY,NA,Cody,COD,KCOD,44.520199,-109.024002,5102.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Yellowstone_Regional_Airport
Youngstown Warren Regional Airport,US,US-OH,NA,Youngstown/Warren,YNG,KYNG,41.26070023,-80.67910004,1192.0,no,medium_airport,no,https://en.wikipedia.org/wiki/Youngstown-Warren_Regional_Airport
Yuma International Airport / Marine Corps Air Station Yuma,US,US-AZ,NA,Yuma,YUM,KNYL,32.650938,-114.609375,213.0,yes,medium_airport,no,https://en.wikipedia.org/wiki/Yuma_International_Airport
